GSM_ID,Factor,Biosource,All_peak_number,Overlap_peak_number,Overlap_ratio
GSM2465110,POLR2A,HeLa;Adherent HeLa cells,4282,1,0.00023353573096683791
GSM1846783,GTF2B,HeLa;Epithelium;Cervix,4317,1,0.0002316423442205235
GSM1532405,POLR2A,KELLY,4402,1,0.00022716946842344388
GSM585229,RNF2,Embryonic Stem Cell;Embryo,4431,1,0.00022568269013766644
ENCSR532KTI_2,GTF2E2,K562;Erythroblast;Bone Marrow,4462,1,0.00022411474675033618
GSM1405082,AFF4,HeLa;Epithelium;Cervix,4467,1,0.00022386389075442132
GSM2144766,POLR2A,endometrioid adenocarcinoma,4474,1,0.00022351363433169424
GSM2572689,POLR2A,U2OS;Bone,4500,1,0.00022222222222222223
GSM831013,RBBP5,K562;Erythroblast;Bone Marrow,4526,1,0.0002209456473707468
GSM1523068,NCAPG,MCF-7;Epithelium;Breast,4561,1,0.00021925016443762334
GSM894079,MED1,P493-6;B cell lymphoma,4596,1,0.0002175805047867711
GSM1240001,POLR2A,AC16;Cardiomyocyte,4601,1,0.00021734405564007825
GSM2467228,ESR1,MCF-7;Mammary Gland,4611,1,0.00021687269572760788
GSM1555572,SUMO2,VCaP;Epithelium;Prostate,4630,1,0.00021598272138228941
GSM766172,POLR2A,HeLa;Epithelium;Cervix,4647,1,0.00021519259737465033
GSM1405083,AFF4,HeLa;Epithelium;Cervix,4650,1,0.00021505376344086021
GSM1405103,CPSF3L,HeLa;Epithelium;Cervix,4687,1,0.0002133560913164071
GSM935361,NRF1,K562;Erythroblast;Bone Marrow,4702,1,0.0002126754572522331
GSM1622620,SUMO2,K562;Erythroblast;Bone Marrow,4708,1,0.00021240441801189465
GSM1247825,BRD2,MM1.S;B Lymphocyte;Blood,4723,1,0.00021172983273343214
GSM1405093,ELL2,HeLa;Epithelium;Cervix,4734,1,0.00021123785382340515
GSM1622617,SUMO2,K562;Erythroblast;Bone Marrow,4816,1,0.00020764119601328904
GSM1845143,BRD4,MV4;11;Leukemia Cell;Blood,4818,1,0.00020755500207555002
GSM2635251,BRD4,K562;Erythroblast;Bone Marrow,9655,2,0.00020714655618850336
GSM2218621,POLR2A,TIME;Fibroblast,4830,1,0.00020703933747412008
GSM2218626,POLR2A,TIME;Fibroblast,4833,1,0.0002069108214359611
GSM2247253,SMC1A,Keratinocyte,4847,1,0.00020631318341242006
GSM823379,BRD4,T Lymphocyte;Blood,9800,2,0.00020408163265306123
GSM748516,FAIRE,Epithelium;Cervix,4914,1,0.0002035002035002035
ENCSR920BLG_2,SIN3A,K562;Erythroblast;Bone Marrow,4945,1,0.00020222446916076846
GSM894088,POLR2A,P493-6;B cell lymphoma,5002,1,0.00019992003198720512
GSM951894,HSF1,BT-20;Epithelium;Mammary Gland,5005,1,0.0001998001998001998
GSM1727113,POLR2A,MCF-7;Epithelium;Breast,5031,1,0.00019876764062810574
GSM2544233,POLR3D,THP-1;Monocyte,10090,2,0.00019821605550049553
GSM1057024,IRF1,Monocyte;Blood,5049,1,0.00019805902158843335
GSM2635253,BRD4,K562;Erythroblast;Bone Marrow,5055,1,0.00019782393669634025
GSM2090927,POLR2A,MOLT-4;T Lymphoblast,5056,1,0.00019778481012658228
GSM2611562,BRD4,MutuI;B Lymphocyte,5063,1,0.00019751135690302193
GSM762709,MYC,B Lymphocyte;Blood,5094,1,0.00019630938358853554
GSM1847370,MED1,LNCaP-abl ;Epithelium;Prostate,5096,1,0.00019623233908948196
GSM468191,POLR2A,NB4;Promyelocytic cell;Blood,5097,1,0.00019619383951343929
GSM365929,POLR2A,MCF-7;Epithelium;Breast,5098,1,0.00019615535504119262
GSM2046832,E2F1,Mesenchymal Stem Cell;Umbilical Cord,5105,1,0.0001958863858961802
GSM2741448,POLR2A,Erythroblast,5119,1,0.0001953506544246923
GSM891244,POLR2A,HEK293;Epithelium;Embryonic Kidney,5159,1,0.0001938360147315371
GSM935394,GTF2B,K562;Erythroblast;Bone Marrow,5161,1,0.00019376089905057158
ENCSR352BJL_2,ZNF318,K562;Erythroblast;Bone Marrow,5165,1,0.0001936108422071636
GSM2771529,BCL11A,V5,5182,1,0.00019297568506368199
GSM1322266,MBD2,MCF-7;Epithelium;Breast,5196,1,0.00019245573518090838
GSM2218622,POLR2A,TIME;Fibroblast,5254,1,0.00019033117624666921
GSM1612054,KDM2B,Myeloid Cell,5266,1,0.00018989745537409798
GSM569087,POLR2A,Jurkat E6-1;T Lymphocyte;Blood,5297,1,0.00018878610534264677
ENCSR904OTM_2,BCL3,A549;Epithelium;Lung,5311,1,0.00018828845791752966
GSM1405118,CPSF3L,HeLa;Epithelium;Cervix,5339,1,0.00018730099269526128
GSM2809612,SMC1A,HCT-116;Colon,5344,1,0.00018712574850299402
GSM1679119,MED1,LNCaP-abl ;Epithelium;Prostate,5345,1,0.00018709073900841907
GSM2140686,STAG1,Erythroid Cell,10723,2,0.00018651496782616804
GSM1607384,DNMT3B,Stem cell;Foreskin,5401,1,0.00018515089798185522
GSM365931,POLR2A,MCF-7;Epithelium;Breast,5404,1,0.0001850481125092524
GSM1239510,JUNB,LoVo;Colon,5414,1,0.0001847063169560399
GSM2151656,NELFE,MCF-7;Human Breast Cancer Cell;Breast,5443,1,0.00018372221201543268
GSM935308,NRF1,H1;Embryonic Stem Cell;Embryo,5445,1,0.00018365472910927456
GSM2741773,ZFX,HCT-116;Colon,5475,1,0.00018264840182648402
GSM2330577,BRD4,HCC1806;Mammary carcinoma cell;Breast,5477,1,0.00018258170531312764
GSM1919983,KLF6,CFPAC-1;original PDAC cell line;Pancreatic ductal,5486,1,0.0001822821728034998
ENCSR854MCV_1,IRF1,K562;Erythroblast;Bone Marrow,5486,1,0.0001822821728034998
GSM831042,SUZ12,H1;Embryonic Stem Cell;Embryo,5506,1,0.00018162005085361425
GSM1003573,SUZ12,H1;Embryonic Stem Cell;Embryo,5506,1,0.00018162005085361425
GSM607489,SETDB1,K562;Erythroblast;Bone Marrow,5527,1,0.0001809299800977022
GSM1240833,JUND,GP5d;Colon,5531,1,0.0001807991321641656
GSM1846807,GTF2B,HeLa;Epithelium;Cervix,5542,1,0.00018044027426921688
