GSM_ID,Factor,Biosource,All_peak_number,Overlap_peak_number,Overlap_ratio
GSM1595964,RUNX1,Kasumi-1;Myeloblast;Blood,21933,2,9.11867961519172e-05
GSM1612067,KDM2B,Myeloid Cell,11092,1,9.015506671474937e-05
GSM2466508,ZNF263,293T,11261,1,8.880206020779682e-05
GSM2466493,ZNF202,293T,11278,1,8.866820358219543e-05
GSM2316356,POLR2A,Retina,11328,1,8.827683615819209e-05
ENCSR041AXL_1,RFX1,K562;Erythroblast;Bone Marrow,11691,1,8.553588230262595e-05
GSM2550266,USF2,Stem cell,23746,2,8.4224711530363e-05
GSM2316355,POLR2A,Retina,11954,1,8.365400702693659e-05
GSM1820484,POLR2A,HEK293;Epithelium;Embryonic Kidney,12019,1,8.320159747067144e-05
GSM1010805,TAF1,H1;Embryonic Stem Cell;Embryo,12031,1,8.31186102568365e-05
GSM2466691,FOXA1,MCF-7;Breast,12061,1,8.291186468783683e-05
GSM894098,MYC,H128;Epithelium;Lung,12252,1,8.161932745674175e-05
GSM1579360,POLR2A,Embryonic Stem Cell,12405,1,8.061265618702137e-05
GSM1506075,CHD8,iPSC,12523,1,7.985307035055498e-05
GSM935380,USF2,H1;Embryonic Stem Cell;Embryo,12577,1,7.951021706289258e-05
GSM1612072,KDM2B,Myeloid Cell,12597,1,7.938398031277289e-05
GSM2316300,BRD4,Retina,12692,1,7.87897888433659e-05
GSM1820483,POLR2A,HEK293;Epithelium;Embryonic Kidney,12695,1,7.877116975187081e-05
GSM2550210,POLR2A,Stem cell,25448,2,7.859163784973278e-05
ENCSR968GIB_1,RFX1,K562;Erythroblast;Bone Marrow,12804,1,7.810059356451109e-05
GSM1820485,POLR2A,HEK293;Epithelium;Embryonic Kidney,12895,1,7.754943776657619e-05
GSM2026873,ZBTB26,HEK293;Epithelium;Embryonic Kidney,12917,1,7.7417356971433e-05
ENCSR535DIA_2,GLIS2,HEK293;Epithelium;Embryonic Kidney,13023,1,7.678722260615834e-05
ENCSR605MGM_1,SCRT1,HEK293;Epithelium;Embryonic Kidney,13149,1,7.605141075366947e-05
GSM2026745,ZBTB14,HEK293;Epithelium;Embryonic Kidney,13160,1,7.598784194528876e-05
GSM897115,POLR2A,BG03;Embryonic Stem Cell;Embryo,26783,2,7.46742336556771e-05
ENCSR076EZB_2,KLF9,HEK293;Epithelium;Embryonic Kidney,13451,1,7.43439149505613e-05
GSM1577751,STAT5B,T Lymphocyte;Blood,13694,1,7.30246823426318e-05
GSM2977505,FOXA2,BJ;Fibroblast;Skin,13766,1,7.26427429899753e-05
ENCSR141PZA_2,SP3,HEK293;Epithelium;Embryonic Kidney,13831,1,7.230135203528306e-05
GSM1612065,KDM2B,Myeloid Cell,14197,1,7.043741635556808e-05
GSM2026796,SP2,HEK293;Epithelium;Embryonic Kidney,28642,2,6.982752601075344e-05
GSM2113517,BRD4,BE2-C;Neuroblastoma cell,14361,1,6.963303391128752e-05
GSM1250374,ASXL1,HEK293,29226,2,6.843221788818175e-05
GSM2409694,SMARCA4,Embryonic Stem Cell;epithelioid sarcoma,14685,1,6.809669731018046e-05
GSM1872287,POLR2A,HAP-1,14706,1,6.799945600435197e-05
ENCSR724FCJ_1,POLR2A,Sigmoid Colon,14972,1,6.67913438418381e-05
ENCSR919CZU_2,EGR2,HEK293;Epithelium;Embryonic Kidney,30322,2,6.595870984763538e-05
GSM2026792,MAZ,HEK293;Epithelium;Embryonic Kidney,30371,2,6.585229330611439e-05
GSM1817182,EP300,Neural crest cell;Cranial,30411,2,6.576567689322942e-05
ENCSR066TET_2,RFX1,MCF-7;Epithelium;Breast,15424,1,6.483402489626556e-05
GSM1113430,RUNX1T1,Kasumi-1;Myeloblast;Blood,15456,1,6.469979296066253e-05
GSM959050,ZNF143,FLP143HA;Epithelium;Embryonic Kidney,15472,1,6.463288521199587e-05
ENCSR041AXL_2,RFX1,K562;Erythroblast;Bone Marrow,15533,1,6.437906392841049e-05
ENCSR141PZA_1,SP3,HEK293;Epithelium;Embryonic Kidney,15665,1,6.383657835939994e-05
GSM1113437,RUNX1,Kasumi-1;Myeloblast;Blood,15747,1,6.350415952244872e-05
GSM2360991,POLR2A,3565 cells,15803,1,6.327912421692084e-05
GSM803450,TAF1,H1;Embryonic Stem Cell;Embryo,31694,2,6.310342651605982e-05
GSM2571786,NCAPH2,HEK293;Epithelium;Embryonic Kidney,16013,1,6.244925997626928e-05
GSM1113438,RUNX1,Kasumi-1;Myeloblast;Blood,16137,1,6.196938712276135e-05
GSM1008649,POLR2A,H1;Embryonic Stem Cell;Embryo,16153,1,6.190800470500836e-05
GSM2360990,JMJD6,3565 cells,16159,1,6.188501763723002e-05
GSM1817668,CTCFL,MCF-7;Epithelium;Breast,16304,1,6.133464180569185e-05
ENCSR413ABE_2,ZFP2,HEK293;Epithelium;Embryonic Kidney,16336,1,6.121449559255632e-05
GSM2805866,BCOR,hESC,16425,1,6.0882800608828e-05
GSM2214114,MYOD1,Rh4;rhabdomyosarcoma,16454,1,6.077549532028686e-05
GSM2113522,POLR2A,BE2-C;Neuroblastoma cell,16478,1,6.068697657482704e-05
ENCSR635NOQ_2,KLF8,HEK293;Epithelium;Embryonic Kidney,16491,1,6.063913649869626e-05
GSM2409695,SMARCC1,Embryonic Stem Cell;epithelioid sarcoma,16536,1,6.047411707789066e-05
GSM1539058,GTF2I,Fibroblast,16584,1,6.02990834539315e-05
GSM1577749,STAT5B,T Lymphocyte;Blood,33341,2,5.998620317327015e-05
GSM2265647,BRD2,Pontine,16747,1,5.971218725741924e-05
ENCSR535DIA_1,GLIS2,HEK293;Epithelium;Embryonic Kidney,16786,1,5.957345406886691e-05
GSM2065884,MYC,HCT-116;Colon cancer cell;Colon,16821,1,5.9449497651744845e-05
GSM2316299,BRD4,Retina,16894,1,5.919261276192731e-05
GSM1177769,POLR2A,U2OS;Bone,16900,1,5.9171597633136094e-05
GSM1534742,FOXA1,MCF-7;Epithelium;Breast,17019,1,5.875785886362301e-05
GSM2257953,H2AZ,A549;Epithelium;Lung,17034,1,5.870611717740989e-05
GSM1661791,POLR2A,A375;Melanoma Cell,34225,2,5.843681519357195e-05
GSM1579355,POLR2A,Embryonic Stem Cell,17125,1,5.839416058394161e-05
GSM1579357,POLR2A,Embryonic Stem Cell,17191,1,5.816997266011285e-05
GSM935534,POLR2A,HEK293;Epithelium;Embryonic Kidney,17219,1,5.807538184563563e-05
GSM1249894,POLR2A,HEK293T;Epithelium;Embryonic Kidney,17242,1,5.799791207516529e-05
ENCSR417VWF_1,ZEB2,HEK293;Epithelium;Embryonic Kidney,17293,1,5.782686636211184e-05
GSM1388129,POLR2A,MCF-7;Epithelium;Breast,17364,1,5.759041695461875e-05
GSM1579358,POLR2A,Embryonic Stem Cell,17384,1,5.752416014726185e-05
GSM2571785,NCAPH2,HEK293;Epithelium;Embryonic Kidney,17421,1,5.740198610871936e-05
GSM1545658,POLR2A,Colon,17453,1,5.72967398155045e-05
GSM2026804,KLF1,HEK293;Epithelium;Embryonic Kidney,17494,1,5.716245569909683e-05
GSM2316358,POLR2A,Retina,17502,1,5.713632727688264e-05
GSM1249895,POLR2A,HEK293T;Epithelium;Embryonic Kidney,17574,1,5.6902241948332766e-05
GSM1003572,SAP30,H1;Embryonic Stem Cell;Embryo,17660,1,5.662514156285391e-05
GSM831040,SAP30,H1;Embryonic Stem Cell;Embryo,17660,1,5.662514156285391e-05
ENCSR859BMR_1,KLF1,HEK293;Epithelium;Embryonic Kidney,17687,1,5.653870074065698e-05
GSM1010752,ZBTB7A,ECC-1;Epithelium;Endometrium,17763,1,5.629679671226707e-05
GSM1872294,XRN2,HEK293;Epithelium;Embryonic Kidney,17818,1,5.6123021663486364e-05
GSM2466666,ZNF793,293T,17863,1,5.598163802272855e-05
GSM2026799,SP4,HEK293;Epithelium;Embryonic Kidney,17869,1,5.59628406737926e-05
GSM2360995,POLR2A,3565 cells,17871,1,5.595657769570813e-05
GSM1249896,POLR2A,HEK293T;Epithelium;Embryonic Kidney,18044,1,5.542008423852804e-05
ENCSR859BMR_2,KLF1,HEK293;Epithelium;Embryonic Kidney,18061,1,5.536791982725209e-05
GSM1717083,WDR5,BE2-C;Neuroblast;Brain,18197,1,5.495411331538166e-05
GSM1919982,KLF4,CFPAC-1;original PDAC cell line;Pancreatic ductal,18203,1,5.4935999560512006e-05
ENCSR418MKG_1,ZNF692,HEK293;Epithelium;Embryonic Kidney,18474,1,5.413012882970661e-05
GSM1495450,PSIP1,T Lymphocyte,18551,1,5.3905449840978926e-05
GSM2065878,SP1,HCT-116;Colon cancer cell;Colon,18579,1,5.3824210129716346e-05
GSM2667597,POLR2A,HeLa;Epithelium;Cervix,18664,1,5.357908272610373e-05
ENCSR417VWF_2,ZEB2,HEK293;Epithelium;Embryonic Kidney,18664,1,5.357908272610373e-05
ENCSR066TET_1,RFX1,MCF-7;Epithelium;Breast,18744,1,5.335040546308152e-05
GSM1463465,POLR2A,VCaP;Epithelium;Prostate,18778,1,5.3253807647246777e-05
GSM1113427,RUNX1,Kasumi-1;Myeloblast;Blood,18781,1,5.324530110217773e-05
GSM801062,POLR2A,H3396;Epithelium;Mammary Gland,18897,1,5.291845266444409e-05
GSM2371322,EZH1,Hematopoietic Cell,18942,1,5.279273571956499e-05
GSM2667962,POLR2A,HCT-116;HCT116,18983,1,5.267871253226571e-05
GSM2026798,SP4,HEK293;Epithelium;Embryonic Kidney,19060,1,5.246589716684155e-05
GSM699988,E2F1,MCF-7;Epithelium;Breast,38292,2,5.2230230857620394e-05
GSM1003509,PHF8,H1;Embryonic Stem Cell;Embryo,19149,1,5.2222048148728395e-05
GSM831037,PHF8,H1;Embryonic Stem Cell;Embryo,19149,1,5.2222048148728395e-05
GSM1545673,POLR2A,Colon,19177,1,5.2145799655837725e-05
GSM1534736,FOXA1,MCF-7;Epithelium;Breast,19304,1,5.1802735184417735e-05
ENCSR807LQP_1,SP2,HEK293;Epithelium;Embryonic Kidney,19456,1,5.139802631578947e-05
GSM2667596,POLR2A,HeLa;Epithelium;Cervix,19522,1,5.1224259809445757e-05
ENCSR524BUE_1,RAD51,K562;Erythroblast;Bone Marrow,19551,1,5.1148278860416345e-05
GSM1890758,BRD4,COLO-741,19596,1,5.1030822616860586e-05
GSM1711857,EP400,MKL-1;Merkel cell carcinoma,19709,1,5.073824141255264e-05
GSM2316302,BRD4,Retina,19714,1,5.072537283149031e-05
ENCSR968GIB_2,RFX1,K562;Erythroblast;Bone Marrow,19722,1,5.0704796673765336e-05
GSM1545672,POLR2A,Colon,19789,1,5.0533124463085555e-05
ENCSR185FOY_1,ZNF341,HEK293;Epithelium;Embryonic Kidney,19929,1,5.0178132369913194e-05
GSM2550224,USF2,Stem cell,19974,1,5.006508460999299e-05
GSM803347,USF1,GM12878;B Lymphocyte;Blood,20012,1,4.9970017989206476e-05
GSM2024874,ZNF143,MCF-7;Epithelium,20070,1,4.982561036372695e-05
GSM1150964,POLR2A,Jurkat E6-1;T Lymphocyte;Blood,20111,1,4.972403162448411e-05
GSM1327356,FAIRE,Macrophage,20174,1,4.95687518588282e-05
GSM1519646,TAL1,MOLT-3;T Lymphoblast;Peripheral Blood,40746,2,4.908457271879448e-05
ENCSR185FOY_2,ZNF341,HEK293;Epithelium;Embryonic Kidney,20447,1,4.890693011199687e-05
GSM1612069,KDM2B,Stem cell;Blood,20554,1,4.8652330446628395e-05
GSM1622637,POLR2A,VCaP;Epithelium;Prostate,20563,1,4.863103632738414e-05
GSM1180134,JARID2,iPSC,20600,1,4.854368932038835e-05
GSM2061657,ESR1,MCF-7;Breast,20698,1,4.831384674847811e-05
GSM1420194,IKZF1,B cell precursor,20814,1,4.804458537522821e-05
GSM1463466,POLR2A,VCaP;Epithelium;Prostate,20918,1,4.780571756382063e-05
GSM1534443,NCOR1,Kasumi-1;Myeloblast;Blood,20971,1,4.7684898192742357e-05
GSM1970524,EP300,Cortex;Kidney,20988,1,4.76462740613684e-05
GSM2495987,ARID2,TTC1240;Malignant rhabdoid tumor,21025,1,4.756242568370987e-05
GSM2024875,ZNF143,MCF-7;Epithelium,42586,2,4.6963790917202836e-05
GSM2024876,ZNF143,MCF-7;Epithelium,21381,1,4.677049717038492e-05
GSM803430,EGR1,H1;Embryonic Stem Cell;Embryo,21427,1,4.6670089139870255e-05
GSM699987,E2F1,MCF-7;Epithelium;Breast,21534,1,4.643819076808767e-05
GSM1534738,FOXA1,MCF-7;Epithelium;Breast,21709,1,4.606384448846101e-05
GSM2026753,SP1,HEK293;Epithelium;Embryonic Kidney,21728,1,4.602356406480118e-05
GSM2544232,POLR3D,THP-1;Monocyte,43541,2,4.593371764543763e-05
GSM2439181,FGFR1,iPSC,21771,1,4.593266271645767e-05
ENCSR290SSQ_1,MAZ,HEK293;Epithelium;Embryonic Kidney,21801,1,4.5869455529562866e-05
GSM1534741,FOXA1,MCF-7;Epithelium;Breast,21812,1,4.5846323124885384e-05
GSM2026885,KLF15,HEK293;Epithelium;Embryonic Kidney,21822,1,4.582531390340024e-05
GSM1622636,POLR2A,VCaP;Epithelium;Prostate,21874,1,4.571637560574198e-05
GSM585608,ERG,Hematopoietic Cell,65813,3,4.558369926914136e-05
GSM1817669,CTCFL,MCF-7;Epithelium;Breast,22046,1,4.535970244035199e-05
GSM2026829,OSR2,HEK293;Epithelium;Embryonic Kidney,22215,1,4.5014629754670266e-05
GSM1126513,H2AZ,CD14 cell,22268,1,4.490749056942698e-05
GSM2805869,PCGF1,hESC,22450,1,4.4543429844097995e-05
GSM2065879,SP1,HCT-116;Colon cancer cell;Colon,22632,1,4.4185224460940264e-05
GSM1003631,MXI1,SK-N-SH;Neuroblastoma cell;Brain,45316,2,4.413452202312649e-05
